Trans_ID,Product_ID,Cust_ID,Purchase_Date,GLYear,Week,GLPeriod,Selling_Branch,TONS
1374,8Z0327,ACCE,3/12/2023,2023,50,12,0400, 16.59 
1375,8Z0328,ACCE,3/13/2023,2023,50,12,0400, 23.53 
1376,8Z0392,ACCE,3/14/2023,2023,50,12,0400, 2.18 
1377,8Z0111,ACCE,3/15/2023,2023,51,12,0400, 82.09 
1378,8Z0197,ACCE,3/16/2023,2023,51,12,0400, 2.53 
1379,8Z0327,ACCE,3/17/2023,2023,51,12,0400, 20.83 
1380,7F0301,ARCO,3/18/2023,2023,51,12,0R01, 8.33 
1381,8Z0111,ACCE,3/19/2023,2023,52,12,0400, 59.99 
1382,8Z0112,ACCE,3/20/2023,2023,1,1,0400, 93.36 
1383,8Z0127,ALAB,3/21/2023,2023,1,1,0400, 10.07 
1384,8Z0127,INTE,3/22/2023,2023,1,1,0400, 10.61 
1385,8Z0231,ACCE,3/23/2023,2023,1,1,0400, 31.25 
1386,8Z0393,ACCE,3/24/2023,2023,1,1,0400, 0.30 
1387,740009,E H ,3/25/2023,2023,1,1,0R01, 7.09 
1388,7F0284,WROU,3/26/2023,2023,1,1,0R01, 2.52 
1389,8Z0073,WEST,3/27/2023,2023,2,1,0400, 10.77 
1390,8Z0112,ACCE,3/28/2023,2023,2,1,0400, 77.00 
1391,8Z0127,ALAB,3/29/2023,2023,2,1,0400, 11.19 
1392,8Z0127,SAPP,3/30/2023,2023,2,1,0400, 10.71 
1393,740009,E H ,3/31/2023,2023,2,1,0R01, 5.01 
1394,8Z0112,ACCE,4/1/2023,2023,3,1,0400, 88.61 
1395,8Z0112,CAVE,4/2/2023,2023,3,1,0400, 11.26 
1396,8Z0127,ALAB,4/3/2023,2023,3,1,0400, 21.13 
1397,8Z0127,INTE,4/4/2023,2023,3,1,0400, 10.34 
1398,8Z0127,SAPP,7/1/2023,2023,3,1,0400, 10.56 
1399,8Z0231,ACCE,7/2/2023,2023,3,1,0400, 26.00 
1400,740009,E H ,7/3/2023,2023,3,1,0R01, 7.78 
1401,8Z0112,ACCE,7/4/2023,2023,4,1,0400, 126.54 
1402,8Z0112,WIRE,7/5/2023,2023,4,1,0400, 17.50 
1403,8Z0127,DOMT,7/6/2023,2023,4,1,0400, 8.89 
1404,8Z0127,NEW ,7/7/2023,2023,4,1,0400, 11.21 
1405,8Z0127,RESO,7/8/2023,2023,4,1,0400, 9.43 
1406,8Z0231,ACCE,7/9/2023,2023,4,1,0400, 9.74 
1407,8Z0393,ACCE,7/10/2023,2023,4,1,0400, 0.64 
1408,740009,E H ,7/11/2023,2023,4,1,0R01, 3.50 
1409,7F0302,ARCO,7/12/2023,2023,4,1,0R01, 10.32 
1410,8Z0112,ACCE,7/13/2023,2023,5,2,0400, 74.73 
1411,8Z0127,INTE,7/14/2023,2023,5,2,0400, 11.11 
1412,8Z0231,ACCE,7/15/2023,2023,5,2,0400, 10.92 
1413,8Z0393,ACCE,7/16/2023,2023,5,2,0400, 4.82 
1414,8Z0073,INTE,7/17/2023,2023,6,2,0400, 10.43 
1415,8Z0073,WEST,7/18/2023,2023,6,2,0400, 11.13 
1416,8Z0112,ACCE,7/19/2023,2023,6,2,0400, 136.65 
1417,8Z0127,ALAB,7/20/2023,2023,6,2,0400, 20.54 
1418,8Z0231,ACCE,7/21/2023,2023,6,2,0400, 60.19 
1419,8Z0393,ACCE,7/22/2023,2023,6,2,0400, 6.09 
1420,740009,E H ,7/23/2023,2023,6,2,0R01, 1.68 
1421,8Z0112,ACCE,7/24/2023,2023,7,2,0400, 148.36 
1422,8Z0127,OVAL,7/25/2023,2023,7,2,0400, 41.96 
1423,8Z0231,ACCE,7/26/2023,2023,7,2,0400, 20.51 
1424,740009,E H ,7/27/2023,2023,7,2,0R01, 9.10 
1425,7F0302,ARCO,7/28/2023,2023,7,2,0R01, 10.67 
1426,8Z0112,ACCE,7/29/2023,2023,8,2,0400, 100.27 
1427,8Z0127,OVAL,7/30/2023,2023,8,2,0400, 10.01 
1428,740009,E H ,7/31/2023,2023,8,2,0R01, 7.83 
1429,8Z0073,INTE,8/1/2023,2023,9,3,0400, 20.99 
1430,8Z0112,ACCE,8/2/2023,2023,9,3,0400, 75.10 
1431,8Z0127,ALAB,8/3/2023,2023,9,3,0400, 9.99 
1432,8Z0127,SAPP,8/4/2023,2023,9,3,0400, 20.68 
1433,740009,E H ,8/5/2023,2023,9,3,0R01, 3.53 
1434,7F0302,ARCO,8/6/2023,2023,9,3,0R01, 10.39 
1435,8Z0112,ACCE,8/7/2023,2023,10,3,0400, 37.03 
1436,8Z0127,ALAB,8/8/2023,2023,10,3,0400, 10.94 
1437,8Z0231,ACCE,8/9/2023,2023,10,3,0400, 14.11 
1438,740009,E H ,8/10/2023,2023,10,3,0R01, 4.42 
1439,8Z0112,ACCE,8/11/2023,2023,11,3,0400, 131.17 
1440,8Z0231,ACCE,8/12/2023,2023,11,3,0400, 30.51 
1441,740009,E H ,8/13/2023,2023,11,3,0R01, 7.05 
1442,8Z0073,INTE,8/14/2023,2023,12,3,0400, 9.75 
1443,8Z0112,ACCE,8/15/2023,2023,12,3,0400, 113.26 
1444,8Z0127,SAPP,8/16/2023,2023,12,3,0400, 21.04 
1445,8Z0231,ACCE,8/17/2023,2023,12,3,0400, 25.16 
1446,740009,E H ,8/18/2023,2023,12,3,0R01, 9.01 
1447,7F0302,ARCO,8/19/2023,2023,12,3,0R01, 2.16 
1448,8Z0073,WEST,8/20/2023,2023,13,3,0400, 15.18 
1449,8Z0112,ACCE,8/21/2023,2023,13,3,0400, 121.71 
1450,8Z0231,ACCE,8/22/2023,2023,13,3,0400, 30.17 
1451,7F0302,ARCO,8/23/2023,2023,13,3,0R01, 10.63 
1452,8Z0073,WEST,9/14/2022,2022,14,4,0400, 5.59 
1453,8Z0112,ACCE,9/15/2022,2022,14,4,0400, 82.10 
1454,740009,E H ,9/16/2022,2022,14,4,0R01, 7.12 
1455,8Z0112,ACCE,9/17/2022,2022,15,4,0400, 73.46 
1456,8Z0127,ALAB,9/18/2022,2022,15,4,0400, 21.03 
1457,8Z0231,ACCE,9/19/2022,2022,15,4,0400, 8.52 
1458,740009,E H ,9/20/2022,2022,15,4,0R01, 8.41 
1459,8Z0073,INTE,9/21/2022,2022,16,4,0400, 10.76 
1460,8Z0112,ACCE,9/22/2022,2022,16,4,0400, 182.21 
1461,8Z0127,INTE,9/23/2022,2022,16,4,0400, 10.80 
1462,8Z0127,NEW ,9/24/2022,2022,16,4,0400, 11.32 
1463,8Z0231,ACCE,9/25/2022,2022,16,4,0400, 8.48 
1464,8Z0393,ACCE,9/26/2022,2022,16,4,0400, 0.54 
1465,740009,E H ,9/27/2022,2022,16,4,0R01, 7.85 
1466,7F0302,ARCO,9/28/2022,2022,16,4,0R01, 10.38 
1467,8Z0112,ACCE,9/29/2022,2022,17,4,0400, 85.26 
1468,8Z0127,ALAB,9/30/2022,2022,17,4,0400, 21.20 
1469,8Z0231,ACCE,10/1/2022,2022,17,4,0400, 15.12 
1470,8Z0393,ACCE,10/2/2022,2022,17,4,0400, 1.11 
1471,740009,E H ,10/3/2022,2022,17,4,0R01, 2.49 
1472,8Z0112,ACCE,10/4/2022,2022,18,5,0400, 162.35 
1473,8Z0127,INTE,10/5/2022,2022,18,5,0400, 20.66 
1474,8Z0127,NEW ,10/6/2022,2022,18,5,0400, 10.35 
1475,8Z0231,ACCE,10/7/2022,2022,18,5,0400, 9.90 
1476,8Z0393,ACCE,10/8/2022,2022,18,5,0400, 2.04 
1477,740009,E H ,10/9/2022,2022,18,5,0R01, 12.35 
1478,7F0302,ARCO,10/10/2022,2022,18,5,0R01, 0.92 
1479,8Z0112,ACCE,10/11/2022,2022,19,5,0400, 221.41 
1480,8Z0127,RESO,10/12/2022,2022,19,5,0400, 9.27 
1481,8Z0231,ACCE,10/13/2022,2022,19,5,0400, 10.24 
1482,8Z0112,ACCE,10/14/2022,2022,20,5,0400, 209.45 
1483,8Z0231,ACCE,10/15/2022,2022,20,5,0400, 4.05 
1484,8Z0393,ACCE,10/16/2022,2022,20,5,0400, 2.12 
1485,740009,E H ,10/17/2022,2022,20,5,0R01, 12.87 
1486,740009,E H ,10/18/2022,2022,21,5,0R01, 8.92 
1487,8Z0112,ACCE,10/19/2022,2022,22,6,0400, 98.03 
1488,8Z0127,ALAB,10/20/2022,2022,22,6,0400, 20.63 
1489,8Z0127,OVAL,10/21/2022,2022,22,6,0400, 21.10 
1490,740009,E H ,10/22/2022,2022,22,6,0R01, 6.77 
1491,8Z0112,ACCE,10/23/2022,2022,23,6,0400, 146.23 
1492,8Z0127,INTE,10/24/2022,2022,23,6,0400, 11.26 
1493,8Z0231,ACCE,10/25/2022,2022,23,6,0400, 20.15 
1494,8Z0393,ACCE,10/26/2022,2022,23,6,0400, 0.60 
1495,740009,E H ,10/27/2022,2022,23,6,0R01, 6.87 
1496,8Z0112,ACCE,10/28/2022,2022,24,6,0400, 41.57 
1497,8Z0112,ACCE,10/29/2022,2022,25,6,0400, 84.38 
1498,8Z0127,ALAB,10/30/2022,2022,25,6,0400, 20.75 
1499,8Z0127,INTE,10/31/2022,2022,25,6,0400, 20.87 
1500,8Z0231,ACCE,11/1/2022,2022,25,6,0400, 3.07 
1501,740009,E H ,11/2/2022,2022,25,6,0R01, 2.60 
1502,8Z0112,ACCE,11/3/2022,2022,26,6,0400, 41.55 
1503,8Z0127,ALAB,11/4/2022,2022,26,6,0400, 21.35 
1504,8Z0127,INTE,11/5/2022,2022,26,6,0400, 10.87 
1505,8Z0127,INTE,11/6/2022,2022,26,6,0400, 10.13 
1506,8Z0127,NEW ,11/7/2022,2022,26,6,0400, 21.17 
1507,740009,E H ,11/8/2022,2022,26,6,0R01, 1.75 
1508,8Z0112,ACCE,11/9/2022,2022,27,7,0400, 151.58 
1509,8Z0127,INTE,11/10/2022,2022,27,7,0400, 21.28 
1510,740009,E H ,11/11/2022,2022,27,7,0R01, 3.50 
1511,8Z0112,ACCE,11/12/2022,2022,28,7,0400, 105.02 
1512,8Z0127,INTE,11/13/2022,2022,28,7,0400, 10.93 
1513,8Z0231,ACCE,11/14/2022,2022,28,7,0400, 11.33 
1514,8Z0393,ACCE,11/15/2022,2022,28,7,0400, 2.45 
1515,740009,E H ,11/16/2022,2022,28,7,0R01, 8.80 
1516,7F0302,ARCO,11/17/2022,2022,28,7,0R01, 9.29 
1517,8Z0112,ACCE,11/18/2022,2022,29,7,0400, 60.32 
1518,8Z0127,ALAB,11/19/2022,2022,29,7,0400, 20.08 
1519,740009,E H ,11/20/2022,2022,29,7,0R01, 3.51 
1520,8Z0112,ACCE,11/21/2022,2022,30,7,0400, 107.27 
1521,8Z0127,INTE,11/22/2022,2022,30,7,0400, 10.62 
1522,8Z0127,NEW ,11/23/2022,2022,30,7,0400, 20.35 
1523,8Z0231,ACCE,11/24/2022,2022,30,7,0400, 7.74 
1524,8Z0393,ACCE,11/25/2022,2022,30,7,0400, 0.61 
1525,740009,E H ,11/26/2022,2022,30,7,0R01, 8.26 
1526,8Z0112,ACCE,11/27/2022,2022,31,8,0400, 82.93 
1527,8Z0127,INTE,11/28/2022,2022,31,8,0400, 20.81 
1528,8Z0231,ACCE,11/29/2022,2022,31,8,0400, 17.39 
1529,740009,E H ,11/30/2022,2022,31,8,0R01, 1.77 
1530,8Z0112,ACCE,12/1/2022,2022,32,8,0400, 120.67 
